City,Datetime,PM2.5,PM10,NO2,O3,SO2
Delhi,2023-10-21 06:00:00,52,146,54,5,19
Kolkata,2023-10-21 07:00:00,85,131,59,10,14
Kolkata,2023-10-21 08:00:00,11,73,38,25,11
Delhi,2023-10-21 09:00:00,6,80,38,42,9
Kolkata,2023-10-21 10:00:00,75,83,49,5,1
Mumbai,2023-10-21 11:00:00,95,54,51,29,7
Kolkata,2023-10-21 12:00:00,5,70,63,44,6
Chennai,2023-10-21 13:00:00,97,77,14,47,11
Bangalore,2023-10-21 14:00:00,61,162,40,17,36
Mumbai,2023-10-21 15:00:00,98,132,18,24,16
Chennai,2023-10-21 16:00:00,57,132,38,18,20
Delhi,2023-10-21 17:00:00,5,106,35,22,21
Mumbai,2023-10-21 18:00:00,54,39,39,11,37
Bangalore,2023-10-21 19:00:00,97,88,24,13,11
Bangalore,2023-10-21 20:00:00,28,133,10,37,15
Delhi,2023-10-21 21:00:00,46,33,5,32,16
Delhi,2023-10-21 22:00:00,53,118,37,38,31
Mumbai,2023-10-21 23:00:00,5,194,31,33,34
Kolkata,2023-10-22 00:00:00,118,137,26,42,23
Delhi,2023-10-22 01:00:00,28,153,66,45,32
Kolkata,2023-10-22 02:00:00,77,99,22,5,20
Chennai,2023-10-22 03:00:00,56,133,68,14,15
Bangalore,2023-10-22 04:00:00,104,57,72,25,32
Kolkata,2023-10-22 05:00:00,74,125,5,29,23
Bangalore,2023-10-22 06:00:00,51,119,41,17,9
Kolkata,2023-10-22 07:00:00,28,103,32,46,29
Chennai,2023-10-22 08:00:00,87,149,5,65,15
Delhi,2023-10-22 09:00:00,5,65,11,33,14
Chennai,2023-10-22 10:00:00,82,81,55,31,28
Delhi,2023-10-22 11:00:00,21,94,80,45,16
Delhi,2023-10-22 12:00:00,103,43,58,5,22
Bangalore,2023-10-22 13:00:00,65,100,46,30,25
Chennai,2023-10-22 14:00:00,82,12,39,47,8
Kolkata,2023-10-22 15:00:00,62,137,73,18,22
Chennai,2023-10-22 16:00:00,5,92,82,7,34
Bangalore,2023-10-22 17:00:00,29,66,28,26,6
Delhi,2023-10-22 18:00:00,83,52,5,28,23
Bangalore,2023-10-22 19:00:00,65,79,5,13,8
Mumbai,2023-10-22 20:00:00,101,120,66,67,30
Mumbai,2023-10-22 21:00:00,74,114,39,21,30
Kolkata,2023-10-22 22:00:00,26,58,43,9,13
Bangalore,2023-10-22 23:00:00,32,51,5,28,44
Kolkata,2023-10-23 00:00:00,63,119,24,46,31
Kolkata,2023-10-23 01:00:00,5,57,34,30,26
Mumbai,2023-10-23 02:00:00,118,92,44,38,25
Kolkata,2023-10-23 03:00:00,75,95,32,14,29
Mumbai,2023-10-23 04:00:00,102,104,19,56,6
Delhi,2023-10-23 05:00:00,5,128,24,40,20
Bangalore,2023-10-23 06:00:00,103,33,64,48,22
Kolkata,2023-10-23 07:00:00,138,10,44,36,13
Mumbai,2023-10-23 08:00:00,13,64,52,44,23
Chennai,2023-10-23 09:00:00,86,171,22,14,32
Kolkata,2023-10-23 10:00:00,60,180,5,21,12
Delhi,2023-10-23 11:00:00,5,172,29,54,17
Delhi,2023-10-23 12:00:00,77,81,22,58,8
Chennai,2023-10-23 13:00:00,89,10,46,9,1
Mumbai,2023-10-23 14:00:00,38,10,105,34,27
Kolkata,2023-10-23 15:00:00,100,62,53,22,17
Mumbai,2023-10-23 16:00:00,5,81,94,17,18
Delhi,2023-10-23 17:00:00,7,148,51,35,6
Mumbai,2023-10-23 18:00:00,64,129,27,50,15
Delhi,2023-10-23 19:00:00,60,100,46,38,31
Mumbai,2023-10-23 20:00:00,34,49,75,24,18
Chennai,2023-10-23 21:00:00,88,46,76,39,18
Bangalore,2023-10-23 22:00:00,78,101,28,23,20
Chennai,2023-10-23 23:00:00,90,121,45,37,3
Chennai,2023-10-24 00:00:00,55,107,11,55,25
Bangalore,2023-10-24 01:00:00,81,43,56,5,2
Bangalore,2023-10-24 02:00:00,44,119,71,44,6
Kolkata,2023-10-24 03:00:00,131,109,40,5,5
Kolkata,2023-10-24 04:00:00,31,41,26,52,15
Chennai,2023-10-24 05:00:00,133,54,47,18,13
Chennai,2023-10-24 06:00:00,61,120,48,8,17
Delhi,2023-10-24 07:00:00,11,79,41,42,7
Delhi,2023-10-24 08:00:00,107,161,43,36,30
Kolkata,2023-10-24 09:00:00,64,112,36,12,28
Kolkata,2023-10-24 10:00:00,89,68,59,7,15
Delhi,2023-10-24 11:00:00,102,89,54,26,12
Delhi,2023-10-24 12:00:00,71,92,20,8,11
Mumbai,2023-10-24 13:00:00,39,57,19,10,14
Mumbai,2023-10-24 14:00:00,94,48,34,32,1
Delhi,2023-10-24 15:00:00,60,121,54,12,6
Mumbai,2023-10-24 16:00:00,84,128,42,37,28
Bangalore,2023-10-24 17:00:00,5,117,27,56,21
Kolkata,2023-10-24 18:00:00,75,158,45,27,37
Kolkata,2023-10-24 19:00:00,37,65,33,32,14
Delhi,2023-10-24 20:00:00,117,165,57,66,13
Chennai,2023-10-24 21:00:00,81,49,46,8,13
Delhi,2023-10-24 22:00:00,68,44,33,51,14
Mumbai,2023-10-24 23:00:00,77,10,44,49,10
Chennai,2023-10-25 00:00:00,25,69,66,45,21
Mumbai,2023-10-25 01:00:00,116,67,28,53,18
Bangalore,2023-10-25 02:00:00,129,113,48,35,11
Mumbai,2023-10-25 03:00:00,73,100,38,19,33
Bangalore,2023-10-25 04:00:00,115,36,48,49,40
Bangalore,2023-10-25 05:00:00,40,72,26,50,31
Mumbai,2023-10-25 06:00:00,32,73,42,49,24
Mumbai,2023-10-25 07:00:00,61,10,62,30,27
Bangalore,2023-10-25 08:00:00,75,45,21,17,40
Chennai,2023-10-25 09:00:00,46,55,13,33,27
Bangalore,2023-10-25 10:00:00,78,154,14,46,10
Kolkata,2023-10-25 11:00:00,70,98,16,48,22
Bangalore,2023-10-25 12:00:00,25,119,51,22,25
Chennai,2023-10-25 13:00:00,78,22,11,35,6
Kolkata,2023-10-25 14:00:00,90,143,34,6,14
Delhi,2023-10-25 15:00:00,66,148,52,47,31
Delhi,2023-10-25 16:00:00,100,10,48,15,1
Chennai,2023-10-25 17:00:00,17,58,32,44,2
Bangalore,2023-10-25 18:00:00,76,112,43,9,15
Mumbai,2023-10-25 19:00:00,19,118,42,48,22
Chennai,2023-10-25 20:00:00,21,59,35,35,1
Kolkata,2023-10-25 21:00:00,37,76,35,15,16
Kolkata,2023-10-25 22:00:00,27,63,84,42,31
Delhi,2023-10-25 23:00:00,40,94,56,19,18
Kolkata,2023-10-26 00:00:00,52,143,89,43,29
Chennai,2023-10-26 01:00:00,89,55,30,25,10
Kolkata,2023-10-26 02:00:00,48,135,38,5,8
Chennai,2023-10-26 03:00:00,5,54,13,12,28
Mumbai,2023-10-26 04:00:00,99,51,23,22,22
Delhi,2023-10-26 05:00:00,30,126,78,54,3
Kolkata,2023-10-26 06:00:00,57,131,29,46,8
Chennai,2023-10-26 07:00:00,75,128,78,59,36
Bangalore,2023-10-26 08:00:00,66,30,15,59,6
Delhi,2023-10-26 09:00:00,98,69,18,20,29
Mumbai,2023-10-26 10:00:00,76,127,33,26,12
Chennai,2023-10-26 11:00:00,29,91,38,22,17
Mumbai,2023-10-26 12:00:00,136,41,58,17,21
Mumbai,2023-10-26 13:00:00,66,110,49,5,1
Kolkata,2023-10-26 14:00:00,54,57,31,29,1
Kolkata,2023-10-26 15:00:00,93,170,37,6,19
Chennai,2023-10-26 16:00:00,68,159,33,29,9
Bangalore,2023-10-26 17:00:00,73,117,21,68,29
Chennai,2023-10-26 18:00:00,147,151,22,20,1
Bangalore,2023-10-26 19:00:00,50,92,60,33,24
Mumbai,2023-10-26 20:00:00,48,124,5,46,1
Delhi,2023-10-26 21:00:00,64,156,72,35,13
Chennai,2023-10-26 22:00:00,97,101,33,35,5
Chennai,2023-10-26 23:00:00,7,78,24,23,40
Bangalore,2023-10-27 00:00:00,5,13,54,25,1
Mumbai,2023-10-27 01:00:00,39,86,69,12,16
Mumbai,2023-10-27 02:00:00,5,127,62,45,1
Bangalore,2023-10-27 03:00:00,45,132,50,5,37
Mumbai,2023-10-27 04:00:00,77,112,61,47,22
Kolkata,2023-10-27 05:00:00,28,65,5,5,19
Delhi,2023-10-27 06:00:00,10,10,29,47,35
Chennai,2023-10-27 07:00:00,62,67,21,23,19
Delhi,2023-10-27 08:00:00,90,76,64,7,20
Chennai,2023-10-27 09:00:00,5,75,32,40,19
Kolkata,2023-10-27 10:00:00,88,117,56,46,24
Mumbai,2023-10-27 11:00:00,88,179,50,22,12
Bangalore,2023-10-27 12:00:00,93,95,22,42,15
Kolkata,2023-10-27 13:00:00,102,80,28,5,27
Delhi,2023-10-27 14:00:00,137,78,65,6,21
Bangalore,2023-10-27 15:00:00,47,95,24,53,16
Mumbai,2023-10-27 16:00:00,63,52,42,25,1
Kolkata,2023-10-27 17:00:00,45,95,24,5,35
Bangalore,2023-10-27 18:00:00,60,110,33,17,10
Kolkata,2023-10-27 19:00:00,113,99,39,13,29
Kolkata,2023-10-27 20:00:00,12,110,24,27,20
Mumbai,2023-10-27 21:00:00,29,109,20,23,2
Chennai,2023-10-27 22:00:00,108,10,45,33,33
Bangalore,2023-10-27 23:00:00,95,118,23,28,21
Mumbai,2023-10-28 00:00:00,47,59,23,54,34
Kolkata,2023-10-28 01:00:00,89,40,21,37,15
Mumbai,2023-10-28 02:00:00,71,40,38,38,26
Chennai,2023-10-28 03:00:00,112,109,58,50,1
Bangalore,2023-10-28 04:00:00,62,79,70,23,11
Chennai,2023-10-28 05:00:00,95,14,25,7,2
Delhi,2023-10-28 06:00:00,152,111,83,51,13
Bangalore,2023-10-28 07:00:00,80,25,19,32,23
Chennai,2023-10-28 08:00:00,61,96,61,32,10
Kolkata,2023-10-28 09:00:00,85,100,25,18,28
Bangalore,2023-10-28 10:00:00,47,129,22,18,7
Bangalore,2023-10-28 11:00:00,143,170,25,45,28
Mumbai,2023-10-28 12:00:00,66,28,38,47,33
Kolkata,2023-10-28 13:00:00,50,87,51,44,30
Delhi,2023-10-28 14:00:00,30,77,53,44,13
Chennai,2023-10-28 15:00:00,98,109,21,40,1
Mumbai,2023-10-28 16:00:00,90,99,20,32,24
Chennai,2023-10-28 17:00:00,42,74,21,26,16
Delhi,2023-10-28 18:00:00,80,70,37,51,6
Delhi,2023-10-28 19:00:00,7,39,35,23,11
Bangalore,2023-10-28 20:00:00,66,134,20,36,35
Delhi,2023-10-28 21:00:00,75,110,45,15,4
Chennai,2023-10-28 22:00:00,119,131,85,18,23
Kolkata,2023-10-28 23:00:00,33,76,29,25,20
Kolkata,2023-10-29 00:00:00,15,60,31,15,13
Bangalore,2023-10-29 01:00:00,28,41,51,44,25
Chennai,2023-10-29 02:00:00,13,106,28,5,37
Chennai,2023-10-29 03:00:00,106,43,53,31,14
Delhi,2023-10-29 04:00:00,114,173,25,32,15
Chennai,2023-10-29 05:00:00,71,31,76,5,25
Mumbai,2023-10-29 06:00:00,102,102,46,22,29
Delhi,2023-10-29 07:00:00,64,160,27,34,16
Mumbai,2023-10-29 08:00:00,56,116,28,37,14
Bangalore,2023-10-29 09:00:00,48,97,29,26,1
Kolkata,2023-10-29 10:00:00,49,46,67,42,8
Bangalore,2023-10-29 11:00:00,5,27,14,28,4
Kolkata,2023-10-29 12:00:00,69,124,26,30,26
Bangalore,2023-10-29 13:00:00,58,157,28,34,15
Chennai,2023-10-29 14:00:00,86,70,39,46,14
Mumbai,2023-10-29 15:00:00,63,38,34,17,17
Kolkata,2023-10-29 16:00:00,54,10,10,21,7
Delhi,2023-10-29 17:00:00,29,45,32,17,36
Mumbai,2023-10-29 18:00:00,62,84,38,24,33
Delhi,2023-10-29 19:00:00,85,161,27,55,37
Mumbai,2023-10-29 20:00:00,19,120,53,40,26
Mumbai,2023-10-29 21:00:00,63,103,58,9,17
Bangalore,2023-10-29 22:00:00,68,71,38,19,37
Kolkata,2023-10-29 23:00:00,34,63,44,36,9
Kolkata,2023-10-30 00:00:00,39,153,5,13,7
Mumbai,2023-10-30 01:00:00,68,99,31,16,10
Chennai,2023-10-30 02:00:00,20,10,60,54,24
Chennai,2023-10-30 03:00:00,72,59,31,18,8
Delhi,2023-10-30 04:00:00,28,51,25,47,16
Delhi,2023-10-30 05:00:00,97,65,85,52,1
Bangalore,2023-10-30 06:00:00,141,115,76,16,23
Mumbai,2023-10-30 07:00:00,29,85,49,13,1
Delhi,2023-10-30 08:00:00,78,86,62,25,6
Delhi,2023-10-30 09:00:00,34,149,5,10,32
Mumbai,2023-10-30 10:00:00,96,58,24,32,32
Bangalore,2023-10-30 11:00:00,15,173,30,26,22
Delhi,2023-10-30 12:00:00,76,59,35,36,21
Bangalore,2023-10-30 13:00:00,29,94,30,55,11
Kolkata,2023-10-30 14:00:00,52,77,5,44,8
Bangalore,2023-10-30 15:00:00,23,95,47,38,13
Chennai,2023-10-30 16:00:00,88,110,50,5,1
Chennai,2023-10-30 17:00:00,30,109,72,37,21
Bangalore,2023-10-30 18:00:00,79,56,24,61,18
Chennai,2023-10-30 19:00:00,47,39,22,5,6
Kolkata,2023-10-30 20:00:00,55,202,5,42,36
Mumbai,2023-10-30 21:00:00,65,68,34,27,25
Chennai,2023-10-30 22:00:00,33,121,58,14,26
Chennai,2023-10-30 23:00:00,67,17,27,44,12
Bangalore,2023-10-31 00:00:00,113,77,82,60,17
Kolkata,2023-10-31 01:00:00,32,84,34,43,25
Mumbai,2023-10-31 02:00:00,101,111,42,23,19
Bangalore,2023-10-31 03:00:00,112,10,12,13,37
Bangalore,2023-10-31 04:00:00,31,97,45,32,15
Kolkata,2023-10-31 05:00:00,9,38,5,45,11
Mumbai,2023-10-31 06:00:00,70,104,53,23,25
Kolkata,2023-10-31 07:00:00,40,43,54,24,2
Mumbai,2023-10-31 08:00:00,125,51,67,80,29
Kolkata,2023-10-31 09:00:00,61,77,19,49,2
Bangalore,2023-10-31 10:00:00,31,42,43,50,25
Bangalore,2023-10-31 11:00:00,19,68,51,5,10
Delhi,2023-10-31 12:00:00,98,36,48,17,23
Chennai,2023-10-31 13:00:00,40,10,22,31,28
Kolkata,2023-10-31 14:00:00,61,135,5,11,19
Delhi,2023-10-31 15:00:00,93,31,46,58,3
Chennai,2023-10-31 16:00:00,43,81,36,55,7
Kolkata,2023-10-31 17:00:00,58,123,28,20,9
Mumbai,2023-10-31 18:00:00,59,62,55,62,1
Chennai,2023-10-31 19:00:00,83,52,39,29,31
Bangalore,2023-10-31 20:00:00,80,100,13,76,19
Delhi,2023-10-31 21:00:00,52,140,5,32,4
Chennai,2023-10-31 22:00:00,62,37,17,40,35
Chennai,2023-10-31 23:00:00,46,83,87,55,9
Bangalore,2023-11-01 00:00:00,8,12,54,52,21
Kolkata,2023-11-01 01:00:00,69,72,43,39,8
Mumbai,2023-11-01 02:00:00,126,91,36,27,1
Bangalore,2023-11-01 03:00:00,29,51,35,39,1
Mumbai,2023-11-01 04:00:00,32,69,63,15,12
Kolkata,2023-11-01 05:00:00,29,26,30,32,28
Chennai,2023-11-01 06:00:00,85,93,51,10,22
Mumbai,2023-11-01 07:00:00,75,137,33,5,19
Delhi,2023-11-01 08:00:00,54,40,78,30,1
Delhi,2023-11-01 09:00:00,27,61,54,52,33
Bangalore,2023-11-01 10:00:00,63,112,64,46,20
Kolkata,2023-11-01 11:00:00,5,144,28,28,16
Bangalore,2023-11-01 12:00:00,65,22,61,61,31
Bangalore,2023-11-01 13:00:00,90,82,33,19,32
Bangalore,2023-11-01 14:00:00,16,102,42,5,31
Delhi,2023-11-01 15:00:00,6,85,72,5,15
Delhi,2023-11-01 16:00:00,115,10,19,8,5
Bangalore,2023-11-01 17:00:00,38,112,44,44,29
Delhi,2023-11-01 18:00:00,99,158,48,18,1
Kolkata,2023-11-01 19:00:00,54,95,50,38,41
Bangalore,2023-11-01 20:00:00,54,43,30,59,18
Delhi,2023-11-01 21:00:00,75,66,81,10,5
Mumbai,2023-11-01 22:00:00,29,169,14,38,3
Bangalore,2023-11-01 23:00:00,64,130,69,39,2
Bangalore,2023-11-02 00:00:00,46,118,64,14,19
Kolkata,2023-11-02 01:00:00,13,106,78,54,17
Chennai,2023-11-02 02:00:00,71,60,8,24,3
Chennai,2023-11-02 03:00:00,50,80,22,23,13
Kolkata,2023-11-02 04:00:00,54,86,69,68,1
Kolkata,2023-11-02 05:00:00,17,114,5,39,25
Kolkata,2023-11-02 06:00:00,115,157,7,46,17
Chennai,2023-11-02 07:00:00,90,140,30,54,13
Kolkata,2023-11-02 08:00:00,93,26,43,18,2
Delhi,2023-11-02 09:00:00,49,100,71,52,14
Bangalore,2023-11-02 10:00:00,5,123,36,20,13
Bangalore,2023-11-02 11:00:00,128,117,27,20,21
Mumbai,2023-11-02 12:00:00,57,61,46,25,20
Mumbai,2023-11-02 13:00:00,33,221,49,18,27
Bangalore,2023-11-02 14:00:00,74,32,48,44,12
Delhi,2023-11-02 15:00:00,100,41,36,34,1
Chennai,2023-11-02 16:00:00,59,100,5,21,29
Chennai,2023-11-02 17:00:00,104,185,21,42,6
Delhi,2023-11-02 18:00:00,97,52,68,25,4
Chennai,2023-11-02 19:00:00,22,78,43,24,17
Kolkata,2023-11-02 20:00:00,36,138,33,30,21
Bangalore,2023-11-02 21:00:00,93,89,62,38,11
Bangalore,2023-11-02 22:00:00,5,74,17,37,11
Delhi,2023-11-02 23:00:00,54,115,35,23,13
Chennai,2023-11-03 00:00:00,9,102,42,45,34
Mumbai,2023-11-03 01:00:00,43,136,31,25,17
Mumbai,2023-11-03 02:00:00,49,148,42,18,6
Chennai,2023-11-03 03:00:00,47,103,36,5,6
Mumbai,2023-11-03 04:00:00,40,103,12,47,14
Delhi,2023-11-03 05:00:00,21,99,43,30,20
Delhi,2023-11-03 06:00:00,140,112,13,33,23
Chennai,2023-11-03 07:00:00,125,92,43,48,19
Mumbai,2023-11-03 08:00:00,19,89,67,21,7
Delhi,2023-11-03 09:00:00,115,143,34,5,12
Delhi,2023-11-03 10:00:00,46,158,16,31,26
Kolkata,2023-11-03 11:00:00,64,22,37,35,4
Kolkata,2023-11-03 12:00:00,57,90,23,25,12
Delhi,2023-11-03 13:00:00,36,59,51,56,25
Chennai,2023-11-03 14:00:00,94,76,37,5,28
Bangalore,2023-11-03 15:00:00,64,108,74,50,15
Bangalore,2023-11-03 16:00:00,43,120,63,44,13
Delhi,2023-11-03 17:00:00,14,84,36,38,2
Delhi,2023-11-03 18:00:00,28,10,54,5,24
Delhi,2023-11-03 19:00:00,5,46,32,53,33
Chennai,2023-11-03 20:00:00,60,130,40,11,48
Kolkata,2023-11-03 21:00:00,18,10,32,20,22
Delhi,2023-11-03 22:00:00,50,143,55,26,17
Delhi,2023-11-03 23:00:00,107,113,68,37,6
Mumbai,2023-11-04 00:00:00,101,149,55,41,1
Chennai,2023-11-04 01:00:00,58,81,58,46,20
Delhi,2023-11-04 02:00:00,56,10,58,44,46
Mumbai,2023-11-04 03:00:00,125,109,51,34,33
Bangalore,2023-11-04 04:00:00,78,147,17,37,31
Delhi,2023-11-04 05:00:00,48,131,74,10,20
Delhi,2023-11-04 06:00:00,10,60,76,16,22
Mumbai,2023-11-04 07:00:00,73,93,35,46,1
Chennai,2023-11-04 08:00:00,89,66,32,45,27
Delhi,2023-11-04 09:00:00,37,53,52,43,11
Bangalore,2023-11-04 10:00:00,70,132,51,20,9
Delhi,2023-11-04 11:00:00,47,36,35,46,14
Bangalore,2023-11-04 12:00:00,53,49,14,9,13
Kolkata,2023-11-04 13:00:00,5,40,46,49,9
Kolkata,2023-11-04 14:00:00,52,22,51,25,18
Bangalore,2023-11-04 15:00:00,93,96,54,60,11
Chennai,2023-11-04 16:00:00,37,142,46,5,19
Delhi,2023-11-04 17:00:00,61,81,34,61,1
Delhi,2023-11-04 18:00:00,33,22,59,23,15
Kolkata,2023-11-04 19:00:00,72,127,41,23,4
Bangalore,2023-11-04 20:00:00,52,165,30,33,10
Delhi,2023-11-04 21:00:00,27,60,36,17,19
Delhi,2023-11-04 22:00:00,106,68,5,28,1
Chennai,2023-11-04 23:00:00,92,113,36,16,8
Mumbai,2023-11-05 00:00:00,38,162,53,17,24
Kolkata,2023-11-05 01:00:00,77,66,46,38,1
Kolkata,2023-11-05 02:00:00,78,30,70,13,39
Mumbai,2023-11-05 03:00:00,82,118,34,16,32
Delhi,2023-11-05 04:00:00,5,125,49,5,12
Chennai,2023-11-05 05:00:00,95,90,55,20,8
Chennai,2023-11-05 06:00:00,40,64,86,53,20
Kolkata,2023-11-05 07:00:00,47,134,42,14,1
Chennai,2023-11-05 08:00:00,152,113,19,16,1
Mumbai,2023-11-05 09:00:00,70,55,56,33,12
Delhi,2023-11-05 10:00:00,46,92,77,23,16
Mumbai,2023-11-05 11:00:00,5,29,33,70,19
Bangalore,2023-11-05 12:00:00,108,120,56,27,10
Kolkata,2023-11-05 13:00:00,12,78,64,36,33
Chennai,2023-11-05 14:00:00,24,70,60,46,1
Bangalore,2023-11-05 15:00:00,48,88,42,46,4
Chennai,2023-11-05 16:00:00,109,91,26,34,23
Delhi,2023-11-05 17:00:00,87,130,38,27,4
Delhi,2023-11-05 18:00:00,54,116,49,66,3
Delhi,2023-11-05 19:00:00,70,82,58,28,19
Chennai,2023-11-05 20:00:00,38,124,46,22,5
Bangalore,2023-11-05 21:00:00,64,108,32,18,16
Delhi,2023-11-05 22:00:00,62,70,51,5,9
Bangalore,2023-11-05 23:00:00,93,84,57,44,7
Chennai,2023-11-06 00:00:00,93,83,47,5,1
Bangalore,2023-11-06 01:00:00,77,112,23,29,19
Chennai,2023-11-06 02:00:00,47,73,36,26,3
Chennai,2023-11-06 03:00:00,85,72,58,70,15
Kolkata,2023-11-06 04:00:00,56,178,12,5,11
Chennai,2023-11-06 05:00:00,22,132,5,13,15
Chennai,2023-11-06 06:00:00,45,55,70,27,16
Mumbai,2023-11-06 07:00:00,62,115,50,26,20
Delhi,2023-11-06 08:00:00,91,95,52,20,9
Kolkata,2023-11-06 09:00:00,53,107,18,28,32
Kolkata,2023-11-06 10:00:00,17,96,54,7,1
Kolkata,2023-11-06 11:00:00,61,143,45,36,15
Mumbai,2023-11-06 12:00:00,63,105,8,5,28
Chennai,2023-11-06 13:00:00,66,87,68,29,23
Delhi,2023-11-06 14:00:00,92,136,43,19,6
Bangalore,2023-11-06 15:00:00,95,100,32,48,8
Chennai,2023-11-06 16:00:00,39,95,32,61,5
Mumbai,2023-11-06 17:00:00,38,104,5,24,25
Chennai,2023-11-06 18:00:00,23,85,51,55,9
Chennai,2023-11-06 19:00:00,84,90,45,24,21
Mumbai,2023-11-06 20:00:00,110,63,36,12,21
Kolkata,2023-11-06 21:00:00,48,56,65,61,46
Kolkata,2023-11-06 22:00:00,51,45,12,39,21
Delhi,2023-11-06 23:00:00,111,27,28,30,8
Delhi,2023-11-07 00:00:00,77,50,22,42,1
Kolkata,2023-11-07 01:00:00,75,82,34,34,14
Bangalore,2023-11-07 02:00:00,18,94,41,28,16
Chennai,2023-11-07 03:00:00,83,77,48,6,1
Bangalore,2023-11-07 04:00:00,27,10,33,25,9
Chennai,2023-11-07 05:00:00,20,160,22,41,21
Kolkata,2023-11-07 06:00:00,47,138,73,27,11
Delhi,2023-11-07 07:00:00,39,110,88,46,29
Delhi,2023-11-07 08:00:00,52,175,42,36,1
Bangalore,2023-11-07 09:00:00,9,46,24,14,26
Delhi,2023-11-07 10:00:00,93,174,69,6,28
Kolkata,2023-11-07 11:00:00,99,46,11,27,29
Bangalore,2023-11-07 12:00:00,5,100,33,20,1
Chennai,2023-11-07 13:00:00,94,32,26,36,21
Delhi,2023-11-07 14:00:00,31,90,16,17,9
Mumbai,2023-11-07 15:00:00,89,107,34,18,1
Delhi,2023-11-07 16:00:00,57,83,22,48,13
Chennai,2023-11-07 17:00:00,61,122,40,32,7
Bangalore,2023-11-07 18:00:00,53,94,40,17,29
Chennai,2023-11-07 19:00:00,102,66,27,30,24
Mumbai,2023-11-07 20:00:00,16,64,32,54,4
Kolkata,2023-11-07 21:00:00,81,126,35,35,9
Delhi,2023-11-07 22:00:00,98,60,56,40,13
Bangalore,2023-11-07 23:00:00,85,131,37,16,17
Kolkata,2023-11-08 00:00:00,141,145,56,48,30
Chennai,2023-11-08 01:00:00,41,14,51,71,26
Bangalore,2023-11-08 02:00:00,93,140,51,15,18
Kolkata,2023-11-08 03:00:00,56,182,67,8,14
Bangalore,2023-11-08 04:00:00,103,101,17,33,1
Mumbai,2023-11-08 05:00:00,59,116,30,45,33
Mumbai,2023-11-08 06:00:00,46,136,75,28,12
Delhi,2023-11-08 07:00:00,105,77,34,11,36
Delhi,2023-11-08 08:00:00,42,98,5,28,20
Mumbai,2023-11-08 09:00:00,10,30,35,40,42
Bangalore,2023-11-08 10:00:00,41,96,42,22,25
Mumbai,2023-11-08 11:00:00,81,112,5,40,1
Delhi,2023-11-08 12:00:00,108,113,66,50,10
Mumbai,2023-11-08 13:00:00,63,137,25,34,15
Mumbai,2023-11-08 14:00:00,106,55,46,29,7
Bangalore,2023-11-08 15:00:00,12,66,35,44,13
Kolkata,2023-11-08 16:00:00,44,175,14,14,1
Delhi,2023-11-08 17:00:00,49,83,18,12,18
Bangalore,2023-11-08 18:00:00,55,99,21,25,20
Mumbai,2023-11-08 19:00:00,62,86,61,21,5
Mumbai,2023-11-08 20:00:00,84,53,37,15,41
Kolkata,2023-11-08 21:00:00,44,163,29,62,18
Delhi,2023-11-08 22:00:00,64,66,21,69,8
Delhi,2023-11-08 23:00:00,58,39,63,23,1
Chennai,2023-11-09 00:00:00,27,69,69,31,18
Delhi,2023-11-09 01:00:00,56,10,63,26,14
Kolkata,2023-11-09 02:00:00,54,60,49,49,27
Chennai,2023-11-09 03:00:00,54,46,45,53,16
Chennai,2023-11-09 04:00:00,61,117,15,5,3
Mumbai,2023-11-09 05:00:00,62,59,35,38,38
Mumbai,2023-11-09 06:00:00,44,129,26,6,23
Delhi,2023-11-09 07:00:00,104,152,5,61,14
Chennai,2023-11-09 08:00:00,19,125,61,37,19
Mumbai,2023-11-09 09:00:00,34,80,26,15,23
Kolkata,2023-11-09 10:00:00,157,96,63,25,1
Mumbai,2023-11-09 11:00:00,23,21,57,24,19
Mumbai,2023-11-09 12:00:00,12,83,51,39,12
Chennai,2023-11-09 13:00:00,85,51,52,48,24
Chennai,2023-11-09 14:00:00,5,121,27,9,9
Bangalore,2023-11-09 15:00:00,51,205,77,63,10
Kolkata,2023-11-09 16:00:00,135,112,40,58,37
Chennai,2023-11-09 17:00:00,5,10,46,14,32
Delhi,2023-11-09 18:00:00,5,73,27,31,1
Kolkata,2023-11-09 19:00:00,7,95,21,60,31
Kolkata,2023-11-09 20:00:00,91,93,49,52,17
Chennai,2023-11-09 21:00:00,99,57,44,23,9
Kolkata,2023-11-09 22:00:00,42,101,24,44,5
Chennai,2023-11-09 23:00:00,83,34,11,83,6
Mumbai,2023-11-10 00:00:00,108,47,14,31,9
Bangalore,2023-11-10 01:00:00,122,119,63,18,4
Mumbai,2023-11-10 02:00:00,51,44,27,33,1
Chennai,2023-11-10 03:00:00,5,114,33,34,5
Chennai,2023-11-10 04:00:00,31,28,69,20,21
Mumbai,2023-11-10 05:00:00,45,169,17,37,18
Delhi,2023-11-10 06:00:00,50,55,25,7,24
Delhi,2023-11-10 07:00:00,53,79,24,18,17
Delhi,2023-11-10 08:00:00,99,104,72,43,2
Chennai,2023-11-10 09:00:00,104,64,79,5,23
Kolkata,2023-11-10 10:00:00,53,96,55,46,5
Chennai,2023-11-10 11:00:00,98,115,55,5,25
Kolkata,2023-11-10 12:00:00,72,133,28,5,4
Mumbai,2023-11-10 13:00:00,62,125,78,21,9
